customerID,Churn,PhoneService,MultipleLines,gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,Months_Paid,Cuentas_Diarias
5825-XJOCM,No,Yes,Yes,Male,0,No,Yes,48,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),64.4,3035.35,47.1327639744234,1413.982919232702
5827-MWCZK,No,Yes,Yes,Male,0,Yes,Yes,56,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),96.95,5432.2,56.03094378487848,1680.9283135463545
5828-AVIPD,Yes,Yes,Yes,Male,0,Yes,Yes,19,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.95,1875.55,18.578999504521256,557.3699851356376
5828-DWPIL,No,Yes,Yes,Male,1,Yes,No,62,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,89.1,5618.3,63.05611672207569,1891.6835016622708
5829-NVSQN,No,Yes,No,Female,0,Yes,No,23,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),68.75,1689.45,24.573818181460744,737.2145454438223
5832-EXGTT,No,Yes,No,Male,0,Yes,Yes,29,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,60.2,1834.15,30.467607972915822,914.0282391874747
5832-TRLPB,No,Yes,No,Male,0,No,No,29,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),75.35,2243.9,29.77969475740173,893.390842722052
5832-XKAES,Yes,Yes,No,Male,0,No,No,2,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.8,134.7,1.9297994269064498,57.893982807193495
5834-ASPWA,Yes,Yes,Yes,Male,0,No,No,1,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.45,75.45,0.9999999999867462,29.999999999602384
5835-BEQEU,Yes,Yes,Yes,Male,0,No,No,3,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.95,228.4,2.9681611435611672,89.04483430683501
5837-LXSDN,No,Yes,No,Female,0,Yes,Yes,21,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),58.85,1215.45,20.65335598945364,619.6006796836092
5839-SUYVZ,No,Yes,No,Male,0,No,No,16,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),74.55,1170.5,15.700871897844388,471.02615693533164
5840-NVDCG,No,Yes,No,Female,0,Yes,Yes,16,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),68.25,1114.85,16.334798534559194,490.04395603677585
5842-POCOP,Yes,Yes,No,Female,0,Yes,No,5,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,88.9,454.15,5.108548931326112,153.25646793978336
5843-TTHGI,No,Yes,No,Female,0,No,No,18,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.0,892.7,17.853999999642923,535.6199999892876
5844-QVTAT,No,Yes,No,Female,0,Yes,Yes,33,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,58.45,1955.4,33.45423438779377,1003.6270316338131
5845-BZZIB,No,Yes,No,Male,0,Yes,Yes,35,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,655.3,32.60199004812925,978.0597014438775
5846-ABOBJ,No,Yes,Yes,Male,0,Yes,No,71,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.45,1730.65,70.78323108094956,2123.496932428487
5846-NEQVZ,No,Yes,No,Male,0,Yes,Yes,71,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),70.85,4973.4,70.19618913097817,2105.885673929345
5846-QFDFI,No,Yes,Yes,Female,0,Yes,Yes,33,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),88.6,2888.7,32.603837471415304,978.1151241424591
5847-MXBEO,No,Yes,No,Male,0,No,No,22,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.3,475.1,23.403940885546604,702.1182265663981
5848-FHRFC,No,Yes,No,Female,0,No,No,68,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.05,1386.9,69.17206982198643,2075.1620946595926
5849-ASHZJ,No,Yes,No,Male,0,No,Yes,27,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.05,552.9,27.5760598489987,827.281795469961
5850-BDWCY,No,Yes,No,Female,0,No,No,6,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,123.65,6.121287128409838,183.63861385229515
5854-KSRBJ,No,Yes,Yes,Male,0,Yes,Yes,70,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.4,1782.05,70.15944881613545,2104.7834644840636
5855-EIBDE,No,Yes,Yes,Female,0,Yes,No,49,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),106.65,5174.35,48.5171120483027,1455.513361449081
5857-TYBCJ,No,Yes,Yes,Male,1,Yes,No,44,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.2,4040.2,45.29372197258639,1358.8116591775918
5857-XRECV,No,Yes,No,Female,0,No,Yes,2,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.5,38.25,1.865853658445568,55.97560975336704
5858-EAFCZ,No,Yes,No,Male,0,No,No,1,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.45,44.45,0.9999999999775029,29.999999999325087
5859-HZYLF,No,Yes,No,Male,0,Yes,Yes,26,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.15,515.75,26.93211488110015,807.9634464330045
5862-BRIXZ,No,No,No phone service,Male,0,No,No,46,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),60.75,2893.4,47.62798353831065,1428.8395061493195
5863-OOKCL,No,Yes,No,Female,0,No,No,10,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.85,163.2,8.657824933227701,259.73474799683106
5868-CZJDR,Yes,No,No phone service,Male,0,No,Yes,1,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,31.35,31.35,0.9999999999681021,29.999999999043062
5868-YTYKS,No,Yes,No,Male,0,No,Yes,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.25,20.25,0.9999999999506173,29.99999999851852
5868-YWPDW,Yes,Yes,No,Male,1,Yes,No,6,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.2,519.15,6.165676959546725,184.97030878640174
5871-DGTXZ,No,Yes,No,Male,0,No,No,32,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.8,607.7,30.691919190369095,920.7575757110728
5872-OEQNH,No,No,No phone service,Female,0,No,No,60,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,44.45,2773.9,62.4049493799234,1872.148481397702
5875-YPQFJ,Yes,Yes,No,Male,0,No,No,1,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.9,69.9,0.9999999999856938,29.999999999570814
5876-HZVZM,Yes,Yes,No,Female,0,Yes,Yes,6,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),55.9,365.35,6.535778175196141,196.07334525588422
5876-QMYLD,No,Yes,No,Female,0,Yes,Yes,23,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,415.1,20.703241894229265,621.0972568268779
5879-HMFFH,No,Yes,Yes,Female,0,Yes,No,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),88.05,6520.8,74.05792163459333,2221.7376490377997
5879-SESNB,No,Yes,Yes,Female,0,No,No,11,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.25,888.65,11.80930232542446,354.2790697627338
5882-CMAZQ,No,No,No phone service,Female,0,Yes,Yes,5,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,34.25,163.55,4.775182481612404,143.25547444837213
5883-GTGVD,Yes,Yes,Yes,Male,0,No,No,19,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.95,1931.75,19.327163581597524,579.8149074479257
5884-FBCTL,No,Yes,Yes,Female,0,Yes,Yes,72,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.1,1857.85,74.01792828390366,2220.5378485171095
5884-GCYMI,Yes,Yes,No,Male,0,No,No,1,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.4,69.4,0.9999999999855907,29.999999999567724
5886-VLQVU,No,Yes,Yes,Male,0,Yes,No,35,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.85,3161.2,35.18308291557948,1055.4924874673845
5887-IKKYO,No,Yes,Yes,Male,0,Yes,Yes,58,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),94.35,5563.65,58.96820349699026,1769.046104909708
5889-JTMUL,Yes,Yes,Yes,Female,1,Yes,No,50,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,95.05,4888.7,51.43293003628161,1542.9879010884483
5889-LFOLL,Yes,Yes,Yes,Female,0,No,No,13,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.6,1115.2,13.1820330967709,395.46099290312696
5893-KCLGT,No,Yes,No,Female,0,No,Yes,72,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.75,1567.0,79.34177214788143,2380.253164436443
5893-PYOLZ,No,Yes,No,Male,0,No,No,56,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),81.8,4534.45,55.43337408245191,1663.0012224735574
5895-QSXOD,No,Yes,No,Male,0,No,No,9,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.05,657.5,9.386152747903123,281.58458243709373
5896-NPFWW,Yes,Yes,No,Male,0,Yes,Yes,3,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,50.15,168.15,3.3529411764037302,100.5882352921119
5897-ZYEKH,No,Yes,Yes,Female,1,Yes,No,67,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,105.6,7112.15,67.34990530239251,2020.4971590717755
5898-IGSLP,No,Yes,Yes,Male,0,Yes,Yes,31,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,89.3,2823.0,31.61254199292707,948.3762597878122
5899-MQZZL,Yes,Yes,Yes,Female,0,No,No,13,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.0,999.45,13.32599999982232,399.7799999946696
5899-OUVKV,No,Yes,No,Male,0,No,No,31,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.5,2979.2,31.525925925592315,945.7777777677694
5902-WBLSE,No,Yes,No,Female,0,Yes,Yes,70,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.15,1411.2,70.03473945061863,2101.042183518559
5906-BFOZT,No,Yes,No,Male,0,No,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.5,19.5,0.9999999999487179,29.999999998461536
5906-CVLHP,Yes,Yes,No,Female,0,Yes,Yes,45,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),54.15,2319.8,42.840258540298436,1285.207756208953
5906-DVAPM,No,Yes,Yes,Female,0,Yes,Yes,55,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),75.0,4213.9,56.185333332584186,1685.5599999775256
5908-QMGOE,Yes,Yes,Yes,Male,1,No,No,15,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.2,1133.9,15.281671158823697,458.4501347647109
5909-ECHUI,Yes,Yes,No,Female,0,No,No,1,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,56.25,56.25,0.9999999999822223,29.99999999946667
5913-INRQV,No,Yes,No,Male,1,Yes,No,34,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,90.15,3128.8,34.706600110541245,1041.1980033162374
5914-DVBWJ,Yes,Yes,Yes,Female,1,No,No,18,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.45,1505.85,17.622586307576093,528.6775892272827
5914-GXMDA,No,Yes,No,Female,0,Yes,No,32,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.3,593.2,30.73575129374426,922.0725388123278
5914-XRFQB,No,Yes,Yes,Male,0,Yes,No,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.8,8424.9,72.75388600973442,2182.6165802920323
5915-ANOEI,No,Yes,Yes,Male,0,Yes,No,70,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,79.15,5536.5,69.94946304396778,2098.4838913190333
5915-DGNVC,No,Yes,Yes,Female,0,Yes,No,49,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,71.8,3472.05,48.35724233915937,1450.717270174781
5916-QEWPT,No,Yes,No,Female,0,Yes,No,2,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),69.0,147.8,2.1420289854762027,64.26086956428608
5917-HBSDW,No,Yes,No,Female,0,Yes,Yes,37,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.35,683.75,35.33591731083535,1060.0775193250604
5917-RYRMG,No,Yes,No,Male,1,No,No,32,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.8,587.7,29.6818181803191,890.454545409573
5918-VUKWP,No,Yes,No,Female,0,No,No,32,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.55,654.55,31.851581506965857,955.5474452089757
5919-TMRGD,Yes,Yes,No,Female,0,No,Yes,1,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.35,79.35,0.9999999999873975,29.999999999621927
5919-VCZYM,No,Yes,No,Male,0,No,No,2,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,42.7,2.1296758103675972,63.890274311027916
5921-NGYRH,No,Yes,No,Male,0,Yes,No,64,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,73.55,4764.0,64.77226376526482,1943.1679129579447
5922-ABDVO,Yes,Yes,Yes,Female,0,Yes,No,19,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,89.65,1761.05,19.643614054437883,589.3084216331365
5923-GXUOC,Yes,Yes,No,Male,0,No,No,10,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,1081.45,10.358716474996564,310.76149424989694
5924-IFQTT,No,Yes,Yes,Male,0,Yes,Yes,13,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,72.8,930.05,12.775412087736601,383.262362632098
5924-SNGKP,No,Yes,No,Female,0,No,Yes,41,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.25,865.0,42.71604938060661,1281.4814814181984
5928-QLDHB,No,Yes,Yes,Male,0,No,No,9,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.25,684.85,8.981639344144503,269.4491803243351
5930-GBIWP,No,Yes,Yes,Male,0,No,No,69,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),81.5,5553.25,68.1380368089799,2044.1411042693971
5931-FLJJF,Yes,Yes,No,Male,1,Yes,No,7,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.1,467.55,6.669757489205852,200.09272467617558
5934-RMPOV,No,Yes,Yes,Female,0,No,Yes,22,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.75,1816.75,21.436578170838505,643.0973451251551
5934-TSSAU,No,Yes,No,Female,0,Yes,Yes,23,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.3,1702.9,22.614873837681078,678.4462151304323
5935-FCCNB,No,Yes,Yes,Female,1,No,No,17,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,1608.15,17.071656050774187,512.1496815232256
5937-EORGB,No,Yes,Yes,Male,1,Yes,No,15,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,96.5,1392.25,14.427461139746866,432.82383419240597
5939-SXWHM,No,Yes,Yes,Male,0,Yes,Yes,48,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.3,1245.05,47.34030418070949,1420.2091254212846
5939-XAIXZ,No,Yes,Yes,Female,0,No,No,19,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,56.1,1033.9,18.4295900174968,552.887700524904
5940-AHUHD,Yes,Yes,No,Male,0,No,No,1,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.6,70.6,0.9999999999858357,29.99999999957507
5940-NFXKV,Yes,Yes,Yes,Male,0,Yes,Yes,19,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.65,1465.75,17.52241482346058,525.6724447038174
5944-UGLLK,No,No,No phone service,Male,0,No,No,53,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),54.9,3045.75,55.47814207549221,1664.3442622647663
5945-AZYHT,No,Yes,Yes,Male,0,Yes,No,71,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,109.6,7854.15,71.66195255409067,2149.85857662272
5947-SGKCL,No,Yes,Yes,Female,0,Yes,Yes,15,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,14.800664451686753,444.0199335506026
5948-UJZLF,No,Yes,No,Male,0,No,No,2,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.25,97.0,1.9695431471681313,59.08629441504394
5949-EBSQK,Yes,Yes,No,Male,0,Yes,Yes,4,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),61.45,229.55,3.735557363649544,112.06672090948632
5949-HGVJL,No,Yes,No,Female,0,Yes,No,26,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,73.05,1959.5,26.82409308655956,804.7227925967868
5949-XIKAE,Yes,Yes,No,Female,0,Yes,Yes,8,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.55,680.05,8.139437462499826,244.18312387499478
5950-AAAGJ,No,Yes,Yes,Male,0,No,No,18,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),84.3,1537.9,18.243179121966275,547.2953736589883
5951-AOFIH,No,Yes,No,Male,0,No,No,33,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),66.4,2245.4,33.81626505973168,1014.4879517919503
5954-BDFSG,No,Yes,Yes,Female,0,No,No,72,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),107.5,7853.7,73.05767441792504,2191.7302325377514
5955-EPOAZ,No,Yes,No,Female,0,No,No,6,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.95,109.5,5.2267303100130444,156.80190930039134
5955-ERIHD,Yes,Yes,Yes,Male,0,Yes,No,18,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.7,1687.95,17.824181625999746,534.7254487799923
5956-VKDTT,Yes,Yes,Yes,Female,1,Yes,No,5,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,334.8,4.503026227242731,135.09078681728192
5956-YHHRX,No,Yes,Yes,Male,1,No,No,21,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.35,2271.85,21.77144226141091,653.1432678423273
5959-BELXA,Yes,Yes,Yes,Male,1,No,No,32,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.15,3019.25,31.401456057915738,942.0436817374721
5960-MVTUK,No,No,No phone service,Male,0,No,No,3,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,29.75,96.85,3.255462184764522,97.66386554293565
5960-WPXQM,Yes,Yes,No,Male,0,No,No,1,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.05,79.05,0.9999999999873498,29.999999999620492
5961-VUSRV,No,Yes,No,Female,0,No,No,12,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.35,219.35,11.335917312075662,340.07751936226987
5965-GGPRW,No,Yes,Yes,Male,0,Yes,Yes,72,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),105.25,7609.75,72.30166270715152,2169.0498812145456
5966-EMAZU,No,Yes,Yes,Male,0,Yes,No,64,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,108.5,6880.85,63.41797234964592,1902.5391704893777
5968-HYJRZ,No,Yes,Yes,Male,0,Yes,Yes,47,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.55,1160.45,47.268839101944245,1418.0651730583274
5968-VXZLG,No,Yes,No,Male,0,No,No,2,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),46.6,87.9,1.8862660943801233,56.5879828314037
